姓名 高数 Java 数据结构 平均成绩 总成绩
张三71 33 72 69 58 174
张三32 95 21 2 39 118
张三46 42 49 82 57 173
张三95 58 83 16 52 157
张三27 19 10 34 21 63
张三57 89 18 4 37 111
张三19 94 39 81 71 214
张三28 65 59 64 62 188
张三83 92 19 7 39 118
张三16 79 2 3 28 84
张三89 82 28 31 47 141
张三32 39 31 41 37 111
张三90 27 37 27 30 91
张三86 84 93 42 73 219
张三33 95 9 58 54 162
张三26 14 28 23 21 65
张三53 19 37 97 51 153
张三56 0 30 3 11 33
张三18 93 84 96 91 273
张三26 3 84 70 52 157
张三17 46 1 17 21 64
张三3 33 99 96 76 228
张三17 35 46 31 37 112
张三43 34 40 23 32 97
张三20 54 23 55 44 132
张三39 56 21 88 55 165
张三11 41 16 94 50 151
张三0 59 22 77 52 158
张三62 26 94 82 67 202
张三97 69 29 16 38 114
张三39 69 92 58 73 219
张三88 65 28 47 46 140
张三37 66 22 27 38 115
张三85 83 84 32 66 199
张三26 30 48 69 49 147
张三41 53 93 3 49 149
张三87 66 32 12 36 110
张三74 5 94 35 44 134
张三69 10 44 86 46 140
张三48 29 69 15 37 113
张三14 93 90 6 63 189
张三67 49 72 40 53 161
张三99 44 90 66 66 200
张三82 60 73 54 62 187
张三17 58 23 44 41 125
张三89 43 90 25 52 158
张三92 84 21 38 47 143
张三76 40 60 4 34 104
张三87 4 61 83 49 148
张三61 71 74 24 56 169
张三69 23 21 36 26 80
张三3 17 57 37 37 111
张三24 73 60 15 49 148
张三3 1 95 90 62 186
张三40 16 64 23 34 103
张三12 41 21 90 50 152
张三14 95 63 13 57 171
张三14 58 10 6 24 74
张三31 55 2 61 39 118
张三62 65 68 12 48 145
张三30 57 35 47 46 139
张三75 72 86 72 76 230
张三62 39 62 82 61 183
张三19 67 15 11 31 93
张三91 96 38 14 49 148
张三43 80 76 33 63 189
张三8 99 9 4 37 112
张三44 29 0 71 33 100
张三42 63 79 56 66 198
张三62 2 86 88 58 176
张三6 25 96 47 56 168
张三49 32 7 65 34 104
张三98 19 99 84 67 202
张三59 63 90 33 62 186
张三51 33 95 90 72 218
张三43 14 78 44 45 136
张三5 0 34 86 40 120
张三62 98 33 93 74 224
张三34 48 11 33 30 92
张三38 39 31 23 31 93
张三66 16 13 49 26 78
张三8 1 82 85 56 168
张三68 22 74 2 32 98
张三62 29 50 31 36 110
张三84 14 39 61 38 114
张三67 55 73 65 64 193
张三59 63 18 50 43 131
张三16 16 99 73 62 188
张三72 75 97 31 67 203
张三51 4 96 16 38 116
张三68 13 33 12 19 58
张三45 40 96 51 62 187
张三73 85 49 77 70 211
张三52 15 81 14 36 110
张三9 19 13 46 26 78
张三52 82 20 88 63 190
张三58 29 54 46 43 129
张三54 68 24 30 40 122
张三43 63 65 33 53 161
张三27 39 70 26 45 135
张三24 62 78 99 79 239
张三81 47 8 21 25 76
张三12 89 26 66 60 181
张三18 30 58 18 35 106
张三74 3 25 22 16 50
张三14 60 66 50 58 176
张三63 79 30 91 66 200
张三14 48 61 88 65 197
张三1 8 61 5 24 74
张三45 51 45 98 64 194
张三11 31 93 43 55 167
张三79 41 1 4 15 46
张三47 70 64 48 60 182
张三4 45 6 98 49 149
张三1 89 42 31 54 162
张三85 42 83 1 42 126
张三69 83 51 37 57 171
张三18 89 22 73 61 184
张三0 70 57 16 47 143
张三10 20 66 25 37 111
张三77 49 48 40 45 137
张三46 22 24 88 44 134
张三88 44 75 43 54 162
张三22 95 87 25 69 207
张三90 43 31 83 52 157
张三44 42 29 3 24 74
张三87 10 87 63 53 160
张三36 57 23 65 48 145
张三52 17 4 39 20 60
张三8 99 27 52 59 178
张三82 32 4 11 15 47
张三60 60 1 88 49 149
张三65 69 58 92 73 219
张三45 89 53 9 50 151
张三82 63 25 70 52 158
张三0 15 47 0 20 62
张三94 47 61 29 45 137
张三25 77 6 89 57 172
张三73 30 61 93 61 184
张三70 63 91 97 83 251
张三81 18 29 98 48 145
张三56 13 58 36 35 107
张三10 12 65 17 31 94
张三50 42 96 21 53 159
张三28 75 30 88 64 193
张三47 79 16 38 44 133
张三4 72 22 22 38 116
张三56 32 53 62 49 147
张三98 4 70 86 53 160
张三86 32 70 39 47 141
张三47 91 43 95 76 229
张三56 6 4 74 28 84
张三77 91 9 53 51 153
张三10 83 88 75 82 246
张三26 46 16 31 31 93
张三91 43 23 55 40 121
张三56 95 59 70 74 224
张三98 55 4 99 52 158
张三85 96 64 42 67 202
张三53 59 19 28 35 106
张三78 51 12 15 26 78
张三36 96 55 40 63 191
张三68 15 61 4 26 80
张三63 95 15 90 66 200
张三0 45 59 0 34 104
张三24 60 4 50 38 114
张三16 20 51 9 26 80
张三4 22 40 65 42 127
张三26 19 23 44 28 86
张三49 46 15 81 47 142
张三40 63 26 57 48 146
张三57 10 89 24 41 123
张三45 45 91 1 45 137
张三96 4 15 49 22 68
张三49 7 14 50 23 71
张三91 0 7 1 2 8
张三47 32 71 30 44 133
张三28 98 8 33 46 139
张三58 67 13 35 38 115
张三57 56 35 89 60 180
张三48 0 24 23 15 47
张三6 47 77 57 60 181
张三44 41 49 35 41 125
张三33 13 89 25 42 127
张三86 89 41 59 63 189
张三75 1 28 11 13 40
张三92 94 70 41 68 205
张三76 0 88 49 45 137
张三24 32 89 31 50 152
张三91 16 42 51 36 109
张三77 49 63 88 66 200
张三24 65 20 68 51 153
张三31 65 98 0 54 163
张三15 53 51 37 47 141
张三44 19 23 88 43 130
张三5 76 65 77 72 218
张三69 6 23 9 12 38
张三44 78 25 59 54 162
张三25 43 20 54 39 117
张三99 23 43 95 53 161
张三54 55 42 32 43 129
张三15 91 95 89 91 275
张三47 74 40 75 63 189
张三98 91 30 58 59 179
张三23 84 35 91 70 210
张三44 49 68 25 47 142
张三82 68 13 86 55 167
张三29 38 91 22 50 151
张三79 34 90 90 71 214
张三33 19 98 70 62 187
张三89 19 15 86 40 120
张三69 45 84 24 51 153
张三45 3 97 26 42 126
张三19 27 36 90 51 153
张三93 96 62 58 72 216
张三28 72 83 58 71 213
张三81 50 73 28 50 151
张三90 41 33 12 28 86
张三63 35 76 23 44 134
张三22 80 72 4 52 156
张三25 77 62 54 64 193
张三32 42 36 6 28 84
张三21 26 40 8 24 74
张三5 67 54 74 65 195
张三96 38 73 24 45 135
张三64 33 30 98 53 161
张三47 52 24 51 42 127
张三6 60 30 8 32 98
张三12 21 1 16 12 38
张三86 39 66 72 59 177
张三28 26 14 1 13 41
张三18 30 3 93 42 126
张三75 59 73 92 74 224
张三18 37 43 7 29 87
张三94 86 91 78 85 255
张三91 62 42 28 44 132
张三72 9 78 89 58 176
张三61 85 78 93 85 256
张三95 83 26 14 41 123
张三75 42 72 9 41 123
张三44 68 34 35 45 137
张三40 79 24 92 65 195
张三70 20 24 57 33 101
张三73 6 30 69 35 105
张三68 49 31 41 40 121
张三73 0 77 70 49 147
张三56 94 83 56 77 233
张三42 0 42 28 23 70
张三4 0 5 8 4 13
张三20 8 35 77 40 120
张三91 91 99 11 67 201
张三2 4 68 5 25 77
张三67 82 97 15 64 194
张三60 9 40 5 18 54
张三57 71 87 4 54 162
张三90 73 64 37 58 174
张三48 87 45 20 50 152
张三45 71 78 80 76 229
张三10 17 52 87 52 156
张三32 31 21 58 36 110
张三71 17 51 39 35 107
张三88 25 60 43 42 128
张三53 75 75 67 72 217
张三54 92 8 92 64 192
张三2 0 84 48 44 132
张三20 0 55 62 39 117
张三6 44 44 30 39 118
张三5 29 6 1 12 36
张三76 76 68 55 66 199
张三89 54 15 30 33 99
张三10 75 0 75 50 150
张三30 65 38 43 48 146
张三98 10 95 90 65 195
张三19 33 45 0 26 78
张三20 12 41 85 46 138
张三49 26 84 93 67 203
张三48 76 22 79 59 177
张三19 26 64 0 30 90
张三50 34 23 97 51 154
张三88 5 11 69 28 85
张三65 78 4 27 36 109
张三51 56 16 86 52 158
张三97 54 28 26 36 108
张三10 90 70 26 62 186
张三35 30 98 85 71 213
张三42 52 67 83 67 202
张三12 12 35 75 40 122
张三10 2 10 48 20 60
张三51 75 15 26 38 116
张三62 72 54 52 59 178
张三63 20 43 5 22 68
张三1 1 72 11 28 84
张三93 74 34 10 39 118
张三40 0 26 48 24 74
张三36 6 10 91 35 107
张三63 1 87 50 46 138
张三63 17 66 55 46 138
张三54 93 23 15 43 131
张三27 16 38 32 28 86
张三86 50 56 83 63 189
张三47 19 86 91 65 196
张三49 5 60 56 40 121
张三80 5 75 55 45 135
张三81 21 43 53 39 117
张三37 31 7 32 23 70
张三35 59 44 52 51 155
张三6 85 63 71 73 219
张三77 66 34 24 41 124
张三71 31 26 19 25 76
张三14 99 96 52 82 247
张三56 75 6 20 33 101
张三87 86 27 87 66 200
张三35 45 7 92 48 144
张三86 82 5 3 30 90
张三73 94 77 72 81 243
张三67 60 76 27 54 163
张三92 32 48 23 34 103
张三79 63 88 72 74 223
张三92 65 53 21 46 139
张三33 90 65 0 51 155
张三60 6 76 85 55 167
张三64 10 89 87 62 186
张三32 60 83 22 55 165
张三81 6 49 68 41 123
张三24 26 20 79 41 125
张三93 12 67 81 53 160
张三22 47 87 38 57 172
张三61 85 8 48 47 141
张三0 14 27 97 46 138
张三19 24 37 55 38 116
张三23 95 89 19 67 203
张三54 36 80 16 44 132
张三24 52 44 43 46 139
张三44 99 2 36 45 137
张三93 68 73 88 76 229
张三0 90 7 19 38 116
张三0 93 50 92 78 235
张三44 56 26 64 48 146
张三38 79 91 74 81 244
张三35 63 48 58 56 169
张三72 63 50 7 40 120
张三23 44 3 68 38 115
张三9 37 70 36 47 143
张三78 27 17 67 37 111
张三53 76 18 86 60 180
张三46 30 76 72 59 178
张三83 52 87 41 60 180
张三17 37 89 60 62 186
张三78 30 11 83 41 124
张三2 91 37 94 74 222
张三91 32 46 35 37 113
张三62 87 21 86 64 194
张三19 25 17 41 27 83
张三42 31 84 66 60 181
张三40 39 9 65 37 113
张三86 11 45 42 32 98
张三15 62 86 12 53 160
张三49 91 69 56 72 216
张三65 37 36 92 55 165
张三28 13 82 98 64 193
张三72 64 94 84 80 242
张三82 98 82 8 62 188
张三79 96 85 61 80 242
张三2 46 20 82 49 148
张三73 68 85 95 82 248
张三58 0 40 79 39 119
张三70 97 9 56 54 162
张三48 15 17 72 34 104
张三63 51 46 55 50 152
张三98 42 15 7 21 64
张三75 79 22 14 38 115
张三2 34 69 51 51 154
张三40 27 63 53 47 143
张三14 20 55 58 44 133
张三6 2 64 29 31 95
张三6 4 99 68 57 171
张三20 65 14 76 51 155
张三70 89 52 21 54 162
张三62 42 21 7 23 70
张三29 46 14 63 41 123
张三12 94 34 7 45 135
张三71 45 3 70 39 118
张三85 0 59 12 23 71
张三39 54 83 0 45 137
张三63 20 19 45 28 84
张三30 51 15 78 48 144
张三5 56 7 71 44 134
张三82 6 83 58 49 147
张三20 28 13 90 43 131
张三66 49 6 6 20 61
张三27 25 52 63 46 140
张三6 92 59 33 61 184
张三50 6 14 60 26 80
张三80 12 42 28 27 82
张三6 59 91 65 71 215
张三98 95 68 2 55 165
张三88 42 83 74 66 199
张三53 84 83 40 69 207
张三68 58 80 89 75 227
张三72 5 23 95 41 123
张三43 53 61 61 58 175
张三38 54 60 10 41 124
张三21 23 57 72 50 152
张三55 70 20 24 38 114
张三18 81 87 36 68 204
张三61 20 51 5 25 76
张三0 13 52 59 41 124
张三31 81 80 26 62 187
张三5 23 36 3 20 62
张三15 94 1 57 50 152
张三16 54 70 32 52 156
张三94 13 59 64 45 136
张三88 27 43 32 34 102
张三77 91 38 13 47 142
张三32 42 72 44 52 158
张三42 70 74 38 60 182
张三17 23 60 50 44 133
张三5 56 28 18 34 102
张三42 9 13 90 37 112
张三83 10 10 57 25 77
张三92 23 89 12 41 124
张三61 82 32 86 66 200
张三80 71 91 82 81 244
张三96 68 31 14 37 113
张三23 46 52 94 64 192
张三14 63 96 3 54 162
张三31 46 47 71 54 164
张三86 48 73 35 52 156
张三92 27 43 50 40 120
张三75 33 49 17 33 99
张三75 57 76 65 66 198
张三6 31 43 21 31 95
张三97 36 6 3 15 45
张三2 52 32 60 48 144
张三24 94 93 89 92 276
张三70 38 4 61 34 103
张三98 90 0 0 30 90
张三44 68 29 58 51 155
张三5 74 7 54 45 135
张三25 13 62 52 42 127
张三39 76 96 92 88 264
张三56 24 41 74 46 139
张三23 48 48 63 53 159
张三32 66 34 77 59 177
张三79 59 49 84 64 192
张三43 51 52 33 45 136
张三77 19 5 19 14 43
张三85 26 31 96 51 153
张三94 6 9 14 9 29
张三88 3 42 88 44 133
张三61 92 16 78 62 186
张三54 65 6 91 54 162
张三91 0 10 95 35 105
张三3 70 89 67 75 226
张三3 47 72 2 40 121
张三63 27 31 30 29 88
张三92 60 91 85 78 236
张三59 39 23 53 38 115
张三5 43 68 57 56 168
张三82 20 34 78 44 132
张三32 56 2 31 29 89
张三47 37 65 53 51 155
张三13 33 71 8 37 112
张三70 29 60 33 40 122
张三22 34 34 28 32 96
张三19 16 21 1 12 38
张三83 25 32 64 40 121
张三23 84 99 8 63 191
张三28 23 39 57 39 119
张三50 22 58 39 39 119
张三92 48 19 17 28 84
张三71 42 33 33 36 108
张三21 72 76 42 63 190
张三87 3 33 44 26 80
张三31 62 96 30 62 188
张三82 35 56 7 32 98
张三36 50 41 81 57 172
张三21 8 15 32 18 55
张三46 74 13 23 36 110
张三21 28 6 70 34 104
张三99 85 29 99 71 213
张三43 19 46 98 54 163
张三69 2 51 4 19 57
张三8 44 75 28 49 147
张三75 68 76 68 70 212
张三18 74 2 42 39 118
张三86 37 75 1 37 113
张三34 94 30 91 71 215
张三75 89 35 63 62 187
张三52 25 95 30 50 150
张三1 62 45 33 46 140
张三76 80 6 66 50 152
张三85 43 30 70 47 143
张三75 93 68 38 66 199
张三39 62 27 93 60 182
张三72 1 23 66 30 90
张三54 69 45 38 50 152
张三11 45 42 32 39 119
张三40 98 71 60 76 229
张三90 30 63 78 57 171
张三6 54 96 84 78 234
张三68 72 43 35 50 150
张三93 62 86 24 57 172
张三62 0 74 32 35 106
张三13 71 25 35 43 131
张三18 4 89 23 38 116
张三61 4 78 51 44 133
张三10 51 41 45 45 137
张三85 91 90 34 71 215
张三95 2 56 8 22 66
张三51 41 91 42 58 174
张三36 96 70 58 74 224
张三26 16 77 70 54 163
张三75 2 4 64 23 70
张三70 31 5 48 28 84
张三6 42 54 47 47 143
张三8 91 95 82 89 268
张三87 38 81 23 47 142
张三24 33 46 77 52 156
张三96 34 42 37 37 113
张三6 40 4 84 42 128
张三2 4 84 18 35 106
张三10 33 41 47 40 121
张三35 47 95 72 71 214
张三55 80 25 60 55 165
张三46 8 5 3 5 16
张三43 57 95 39 63 191
张三6 9 45 7 20 61
张三71 58 80 87 75 225
张三93 59 31 13 34 103
张三83 42 11 97 50 150
张三46 73 32 43 49 148
张三83 60 17 24 33 101
张三96 43 25 8 25 76
张三95 3 22 24 16 49
张三6 8 58 89 51 155
张三42 54 60 29 47 143
张三80 41 64 48 51 153
张三2 56 85 27 56 168
张三8 48 11 72 43 131
张三32 3 50 43 32 96
张三77 28 64 55 49 147
张三84 37 70 57 54 164
张三57 63 7 58 42 128
张三60 1 6 98 35 105
张三34 19 50 11 26 80
张三62 70 16 98 61 184
张三61 86 3 41 43 130
张三54 87 81 1 56 169
张三48 90 20 43 51 153
张三25 41 90 54 61 185
张三0 48 23 32 34 103
张三29 91 39 35 55 165
张三86 51 58 34 47 143
张三47 16 98 81 65 195
张三98 93 63 10 55 166
张三73 41 19 35 31 95
张三24 96 32 25 51 153
张三49 66 13 16 31 95
张三53 84 8 91 61 183
张三88 9 25 85 39 119
张三75 99 45 58 67 202
张三48 35 51 58 48 144
张三65 90 20 41 50 151
张三63 25 9 89 41 123
张三36 90 76 86 84 252
张三46 17 53 38 36 108
张三22 76 45 18 46 139
张三0 19 71 64 51 154
张三19 76 64 39 59 179
张三17 75 32 46 51 153
张三89 60 90 57 69 207
张三59 36 54 1 30 91
张三12 44 87 58 63 189
张三25 65 20 48 44 133
张三45 79 18 71 56 168
张三74 80 60 56 65 196
张三12 9 89 70 56 168
张三43 11 71 53 45 135
张三35 24 14 18 18 56
张三81 29 54 5 29 88
张三93 41 97 53 63 191
张三3 76 77 77 76 230
张三58 81 66 67 71 214
张三9 83 0 31 38 114
张三46 37 82 25 48 144
张三47 90 31 52 57 173
张三80 41 21 30 30 92
张三97 76 73 71 73 220
张三59 79 13 28 40 120
张三14 72 7 40 39 119
张三81 17 57 6 26 80
张三63 23 9 96 42 128
张三58 27 66 38 43 131
张三15 6 91 83 60 180
张三19 30 19 74 41 123
张三3 37 31 56 41 124
张三96 3 6 68 25 77
张三54 15 15 59 29 89
张三39 4 89 11 34 104
张三44 79 13 57 49 149
张三2 16 38 99 51 153
张三40 91 59 80 76 230
张三91 23 5 57 28 85
张三25 69 19 93 60 181
张三76 62 32 0 31 94
张三36 16 47 94 52 157
张三0 5 18 96 39 119
张三33 38 78 22 46 138
张三47 80 1 78 53 159
张三2 41 7 23 23 71
张三36 35 5 96 45 136
张三58 46 41 94 60 181
张三69 83 76 23 60 182
张三80 65 38 12 38 115
张三43 13 8 57 26 78
张三23 29 65 17 37 111
张三96 30 17 73 40 120
张三67 59 29 13 33 101
张三68 65 37 21 41 123
张三14 19 83 86 62 188
张三76 85 25 77 62 187
张三30 96 89 75 86 260
张三45 66 3 90 53 159
张三92 93 6 36 45 135
张三37 23 93 84 66 200
张三12 29 30 76 45 135
张三81 23 1 5 9 29
张三10 90 1 68 53 159
张三88 5 57 23 28 85
张三83 66 60 55 60 181
张三99 81 33 33 49 147
张三98 66 10 3 26 79
张三12 12 86 12 36 110
张三75 7 32 88 42 127
张三79 76 88 18 60 182
张三70 11 40 94 48 145
张三73 53 66 57 58 176
张三61 64 95 69 76 228
张三57 18 40 35 31 93
张三90 2 93 77 57 172
张三15 12 36 81 43 129
张三28 48 11 28 29 87
张三26 22 25 9 18 56
张三58 19 74 81 58 174
张三81 94 4 44 47 142
张三90 46 69 51 55 166
张三90 65 24 45 44 134
张三61 6 30 67 34 103
张三15 91 23 90 68 204
张三84 52 60 52 54 164
张三25 92 31 10 44 133
张三37 82 72 39 64 193
张三85 54 50 83 62 187
张三20 95 60 33 62 188
张三86 51 23 32 35 106
张三12 4 32 77 37 113
张三99 89 51 81 73 221
张三13 28 69 98 65 195
张三24 74 13 61 49 148
张三45 80 93 36 69 209
张三33 50 6 87 47 143
张三57 1 51 64 38 116
张三57 84 13 28 41 125
张三47 29 57 79 55 165
张三50 64 51 43 52 158
张三97 99 41 12 50 152
张三39 58 72 74 68 204
张三6 4 97 73 58 174
张三39 46 17 0 21 63
张三29 72 47 48 55 167
张三88 8 32 90 43 130
张三90 40 33 8 27 81
张三40 55 15 32 34 102
张三6 19 21 97 45 137
张三13 17 47 5 23 69
张三56 87 93 96 92 276
张三89 31 13 27 23 71
张三73 69 25 7 33 101
张三98 96 34 99 76 229
张三32 58 11 81 50 150
张三51 79 56 21 52 156
张三97 18 62 92 57 172
张三89 1 76 62 46 139
张三8 57 98 31 62 186
张三74 30 83 3 38 116
张三44 60 9 73 47 142
张三32 58 62 74 64 194
张三99 33 50 44 42 127
张三25 49 86 73 69 208
张三36 76 8 73 52 157
张三18 63 83 35 60 181
张三23 9 36 35 26 80
张三55 27 65 70 54 162
张三59 11 64 99 58 174
张三77 80 52 13 48 145
张三43 35 17 39 30 91
张三37 13 26 41 26 80
张三54 18 2 81 33 101
张三83 11 95 48 51 154
张三26 14 50 86 50 150
张三41 29 69 95 64 193
张三55 88 22 0 36 110
张三2 81 56 64 67 201
张三66 64 16 5 28 85
张三85 28 34 89 50 151
张三16 36 24 71 43 131
张三55 76 77 43 65 196
张三29 42 43 88 57 173
张三5 38 20 2 20 60
张三77 91 28 16 45 135
张三24 7 93 13 37 113
张三57 99 43 93 78 235
张三20 47 69 42 52 158
张三26 32 53 91 58 176
张三71 20 98 83 67 201
张三94 15 48 3 22 66
张三12 66 28 36 43 130
张三94 21 11 3 11 35
张三0 37 27 4 22 68
张三69 52 64 16 44 132
张三90 43 66 60 56 169
张三49 94 46 82 74 222
张三34 50 16 79 48 145
张三9 86 17 9 37 112
张三83 57 81 47 61 185
张三30 50 87 45 60 182
张三38 25 67 83 58 175
张三5 66 21 16 34 103
张三9 48 49 36 44 133
张三63 88 55 7 50 150
张三47 77 97 50 74 224
张三0 42 38 86 55 166
张三77 45 70 1 38 116
张三34 44 78 95 72 217
张三47 55 92 60 69 207
张三42 28 59 60 49 147
张三59 21 58 19 32 98
张三34 83 59 0 47 142
张三61 85 45 97 75 227
张三56 30 76 21 42 127
张三2 40 26 18 28 84
张三62 86 58 37 60 181
张三91 34 1 6 13 41
张三74 7 80 63 50 150
张三8 44 10 63 39 117
张三12 93 22 43 52 158
张三56 30 76 14 40 120
张三91 7 41 39 29 87
张三50 25 96 29 50 150
张三95 40 30 78 49 148
张三90 1 94 66 53 161
张三79 20 23 28 23 71
张三60 37 80 1 39 118
张三63 52 85 70 69 207
张三42 69 96 13 59 178
张三21 22 78 68 56 168
张三53 93 34 67 64 194
张三69 32 22 60 38 114
张三29 64 65 9 46 138
张三13 24 69 23 38 116
张三24 3 7 42 17 52
张三15 7 68 91 55 166
张三91 2 21 79 34 102
张三75 17 84 14 38 115
张三73 99 23 75 65 197
张三46 62 8 99 56 169
张三3 64 35 84 61 183
张三33 27 68 73 56 168
张三13 96 26 97 73 219
张三32 42 12 45 33 99
张三87 53 13 54 40 120
张三20 53 50 73 58 176
张三5 43 16 44 34 103
张三95 35 60 51 48 146
张三80 56 98 24 59 178
张三34 30 93 79 67 202
张三66 13 28 25 22 66
张三18 22 36 78 45 136
张三4 66 44 37 49 147
张三23 64 27 65 52 156
张三17 75 10 70 51 155
张三7 19 16 1 12 36
张三91 28 1 53 27 82
张三24 94 20 65 59 179
张三95 12 40 9 20 61
张三37 67 23 39 43 129
张三11 31 84 16 43 131
张三31 33 18 87 46 138
张三7 22 39 45 35 106
张三36 32 81 73 62 186
张三51 33 42 35 36 110
张三15 27 32 51 36 110
张三54 57 31 52 46 140
张三69 44 30 16 30 90
张三1 31 14 23 22 68
张三75 96 92 3 63 191
张三87 50 92 66 69 208
张三55 48 47 76 57 171
张三92 54 94 42 63 190
张三41 99 47 44 63 190
张三41 83 47 2 44 132
张三81 92 22 78 64 192
张三40 18 67 13 32 98
张三4 69 31 43 47 143
张三95 40 60 69 56 169
张三49 30 43 63 45 136
张三36 88 63 38 63 189
张三4 83 74 60 72 217
张三15 94 66 1 53 161
张三27 65 36 58 53 159
张三50 12 86 70 56 168
张三40 98 90 46 78 234
张三25 93 2 94 63 189
张三24 94 10 22 42 126
张三80 59 56 6 40 121
张三42 20 91 70 60 181
张三48 73 80 57 70 210
张三75 7 62 53 40 122
张三10 25 19 34 26 78
张三60 42 93 10 48 145
张三91 65 47 68 60 180
张三48 85 91 89 88 265
张三17 54 86 85 75 225
张三22 10 46 71 42 127
张三92 35 3 44 27 82
张三57 46 57 51 51 154
张三84 13 27 58 32 98
张三2 69 48 77 64 194
张三10 18 3 17 12 38
张三10 92 62 89 81 243
张三70 88 98 39 75 225
张三61 24 91 80 65 195
张三80 85 5 24 38 114
张三44 12 76 78 55 166
张三75 44 25 90 53 159
张三96 88 88 44 73 220
张三9 3 12 2 5 17
张三10 77 76 0 51 153
张三66 87 17 46 50 150
张三66 46 34 54 44 134
张三44 22 64 97 61 183
张三43 90 37 85 70 212
张三2 3 44 71 39 118
张三21 0 41 92 44 133
张三65 65 14 80 53 159
张三73 38 35 40 37 113
张三19 1 29 22 17 52
张三8 37 16 38 30 91
张三66 45 54 75 58 174
张三28 88 3 37 42 128
张三6 16 21 74 37 111
张三86 74 13 45 44 132
张三58 73 40 91 68 204
张三80 90 91 83 88 264
张三51 41 76 56 57 173
张三11 26 18 32 25 76
张三49 6 48 77 43 131
张三83 29 91 50 56 170
张三75 97 13 48 52 158
张三36 53 16 54 41 123
张三59 78 38 67 61 183
张三41 73 63 98 78 234
张三30 41 86 83 70 210
张三75 25 90 90 68 205
张三10 74 52 57 61 183
张三84 79 14 39 44 132
张三97 21 31 10 20 62
张三86 77 0 6 27 83
张三41 89 12 70 57 171
张三71 90 92 12 64 194
张三37 47 22 71 46 140
张三16 68 0 38 35 106
张三8 27 61 51 46 139
张三94 90 32 91 71 213
张三44 29 8 37 24 74
张三71 39 25 51 38 115
张三9 83 94 51 76 228
张三13 59 8 1 22 68
张三56 23 59 45 42 127
张三38 75 20 18 37 113
张三88 71 42 47 53 160
张三92 71 44 73 62 188
张三67 46 86 7 46 139
张三36 60 48 68 58 176
张三65 33 38 40 37 111
张三68 3 31 4 12 38
张三90 94 82 22 66 198
张三24 45 26 63 44 134
张三51 87 41 91 73 219
张三19 85 98 55 79 238
张三30 34 28 47 36 109
张三34 95 46 42 61 183
张三85 65 40 50 51 155
张三63 56 93 59 69 208
张三2 3 18 82 34 103
张三58 68 27 89 61 184
张三55 91 16 4 37 111
张三57 68 21 61 50 150
张三61 68 58 14 46 140
张三64 56 50 74 60 180
张三38 38 83 21 47 142
张三33 94 85 71 83 250
张三80 2 80 63 48 145
张三67 66 21 16 34 103
张三33 34 91 31 52 156
张三26 80 85 48 71 213
张三32 28 25 2 18 55
张三23 66 18 15 33 99
张三11 49 5 77 43 131
张三40 1 29 99 43 129
张三28 61 47 72 60 180
张三89 59 71 13 47 143
张三46 18 42 19 26 79
张三11 71 89 8 56 168
张三58 31 88 69 62 188
张三90 38 21 21 26 80
张三76 63 95 9 55 167
张三5 45 77 73 65 195
张三83 5 64 31 33 100
张三68 54 13 70 45 137
张三45 38 2 11 17 51
张三12 79 70 90 79 239
张三32 79 32 94 68 205
张三30 75 65 39 59 179
张三69 72 12 94 59 178
张三75 89 37 28 51 154
张三53 78 67 46 63 191
张三74 58 81 93 77 232
张三80 50 93 73 72 216
张三17 54 38 57 49 149
张三70 27 8 56 30 91
张三26 2 28 12 14 42
张三4 73 32 24 43 129
张三6 29 14 72 38 115
张三86 26 34 96 52 156
张三44 23 63 23 36 109
张三12 66 85 40 63 191
张三7 0 39 61 33 100
张三98 92 93 37 74 222
张三38 11 27 16 18 54
张三3 71 14 69 51 154
张三81 46 86 76 69 208
张三58 13 64 49 42 126
张三55 5 81 81 55 167
张三65 71 76 89 78 236
张三74 47 36 44 42 127
张三47 68 79 56 67 203
张三82 46 14 12 24 72
张三60 14 96 64 58 174
张三43 95 5 84 61 184
张三90 55 72 11 46 138
张三13 57 92 41 63 190
张三96 65 98 41 68 204
张三77 51 22 64 45 137
张三87 84 89 20 64 193
张三34 99 85 36 73 220
张三21 49 15 22 28 86
张三59 10 14 57 27 81
张三88 84 21 85 63 190
张三74 47 21 26 31 94
张三96 34 55 82 57 171
张三15 9 53 49 37 111
张三78 70 10 3 27 83
张三68 45 30 99 58 174
张三98 98 53 64 71 215
张三9 41 99 34 58 174
张三10 30 68 71 56 169
张三90 89 11 22 40 122
张三5 38 73 11 40 122
张三27 12 11 70 31 93
张三48 64 65 56 61 185
张三4 84 92 28 68 204
张三99 65 2 85 50 152
张三98 9 58 20 29 87
张三56 42 43 75 53 160
张三74 20 5 33 19 58
张三64 35 87 16 46 138
张三16 10 88 48 48 146
张三97 28 92 32 50 152
张三97 30 62 18 36 110
张三92 71 65 39 58 175
张三92 94 4 5 34 103
张三82 13 48 61 40 122
张三97 77 47 41 55 165
张三86 21 45 69 45 135
张三3 11 96 75 60 182
张三25 7 63 42 37 112
张三38 5 97 16 39 118
张三84 4 71 51 42 126
张三82 40 82 99 73 221
张三46 53 86 9 49 148
张三4 24 15 12 17 51
张三54 96 43 54 64 193
张三96 5 3 69 25 77
张三85 95 22 36 51 153
张三89 70 59 32 53 161
张三36 1 21 48 23 70
